database_code	domain_name	database_group	language_code	mobile_domain_name	language_name	status	visibility	editability	english_name
thankyouwiki	thankyou.wikipedia.org	thankyou	en	thankyou.m.wikipedia.org	English	open	public	private	Thank you
thwiki	th.wikipedia.org	wikipedia	th	th.m.wikipedia.org	Thai	open	public	public	Thai Wikipedia
thwikibooks	th.wikibooks.org	wikibooks	th	th.m.wikibooks.org	Thai	open	public	public	Thai Wikibooks
thwikinews	th.wikinews.org	wikinews	th	th.m.wikinews.org	Thai	closed	public	public	Thai Wikinews
thwikiquote	th.wikiquote.org	wikiquote	th	th.m.wikiquote.org	Thai	open	public	public	Thai Wikiquote
thwikisource	th.wikisource.org	wikisource	th	th.m.wikisource.org	Thai	open	public	public	Thai Wikisource
thwiktionary	th.wiktionary.org	wiktionary	th	th.m.wiktionary.org	Thai	open	public	public	Thai Wiktionary
tigwiki	tig.wikipedia.org	wikipedia	tig	tig.m.wikipedia.org	Tigre	open	public	public	Tigre Wikipedia
tiwiki	ti.wikipedia.org	wikipedia	ti	ti.m.wikipedia.org	Tigrinya	open	public	public	Tigrinya Wikipedia
tiwiktionary	ti.wiktionary.org	wiktionary	ti	ti.m.wiktionary.org	Tigrinya	open	public	public	Tigrinya Wiktionary
tkwiki	tk.wikipedia.org	wikipedia	tk	tk.m.wikipedia.org	Turkmen	open	public	public	Turkmen Wikipedia
tkwikibooks	tk.wikibooks.org	wikibooks	tk	tk.m.wikibooks.org	Turkmen	closed	public	public	Turkmen Wikibooks
tkwikiquote	tk.wikiquote.org	wikiquote	tk	tk.m.wikiquote.org	Turkmen	closed	public	public	Turkmen Wikiquote
tkwiktionary	tk.wiktionary.org	wiktionary	tk	tk.m.wiktionary.org	Turkmen	open	public	public	Turkmen Wiktionary
tlwiki	tl.wikipedia.org	wikipedia	tl	tl.m.wikipedia.org	Tagalog	open	public	public	Tagalog Wikipedia
tlwikibooks	tl.wikibooks.org	wikibooks	tl	tl.m.wikibooks.org	Tagalog	open	public	public	Tagalog Wikibooks
tlwikiquote	tl.wikiquote.org	wikiquote	tl	tl.m.wikiquote.org	Tagalog	open	public	public	Tagalog Wikiquote
tlwiktionary	tl.wiktionary.org	wiktionary	tl	tl.m.wiktionary.org	Tagalog	open	public	public	Tagalog Wiktionary
tlywiki	tly.wikipedia.org	wikipedia	tly	tly.m.wikipedia.org	Talysh	open	public	public	Talysh Wikipedia
tnwiki	tn.wikipedia.org	wikipedia	tn	tn.m.wikipedia.org	Tswana	open	public	public	Tswana Wikipedia
tnwiktionary	tn.wiktionary.org	wiktionary	tn	tn.m.wiktionary.org	Tswana	open	public	public	Tswana Wiktionary
towiki	to.wikipedia.org	wikipedia	to	to.m.wikipedia.org	Tongan	open	public	public	Tongan Wikipedia
towiktionary	to.wiktionary.org	wiktionary	to	to.m.wiktionary.org	Tongan	closed	public	public	Tongan Wiktionary
tpiwiki	tpi.wikipedia.org	wikipedia	tpi	tpi.m.wikipedia.org	Tok Pisin	open	public	public	Tok Pisin Wikipedia
tpiwiktionary	tpi.wiktionary.org	wiktionary	tpi	tpi.m.wiktionary.org	Tok Pisin	open	public	public	Tok Pisin Wiktionary
transitionteamwiki	transitionteam.wikimedia.org	transitionteam	en	transitionteam.m.wikimedia.org	English	closed	private	private	ED Transition Team
trvwiki	trv.wikipedia.org	wikipedia	trv	trv.m.wikipedia.org	Taroko	open	public	public	Seediq Wikipedia
trwiki	tr.wikipedia.org	wikipedia	tr	tr.m.wikipedia.org	Turkish	open	public	public	Turkish Wikipedia
trwikibooks	tr.wikibooks.org	wikibooks	tr	tr.m.wikibooks.org	Turkish	open	public	public	Turkish Wikibooks
trwikimedia	tr.wikimedia.org	trwikimedia	en	tr.m.wikimedia.org	English	open	public	public	Wikimedia Turkey
trwikinews	tr.wikinews.org	wikinews	tr	tr.m.wikinews.org	Turkish	closed	public	public	Turkish Wikinews
trwikiquote	tr.wikiquote.org	wikiquote	tr	tr.m.wikiquote.org	Turkish	open	public	public	Turkish Wikiquote
trwikisource	tr.wikisource.org	wikisource	tr	tr.m.wikisource.org	Turkish	open	public	public	Turkish Wikisource
trwikivoyage	tr.wikivoyage.org	wikivoyage	tr	tr.m.wikivoyage.org	Turkish	open	public	public	Turkish Wikivoyage
trwiktionary	tr.wiktionary.org	wiktionary	tr	tr.m.wiktionary.org	Turkish	open	public	public	Turkish Wiktionary
tswiki	ts.wikipedia.org	wikipedia	ts	ts.m.wikipedia.org	Tsonga	open	public	public	Tsonga Wikipedia
tswiktionary	ts.wiktionary.org	wiktionary	ts	ts.m.wiktionary.org	Tsonga	open	public	public	Tsonga Wiktionary
ttwiki	tt.wikipedia.org	wikipedia	tt	tt.m.wikipedia.org	Tatar	open	public	public	Tatar Wikipedia
ttwikibooks	tt.wikibooks.org	wikibooks	tt	tt.m.wikibooks.org	Tatar	open	public	public	Tatar Wikibooks
ttwikiquote	tt.wikiquote.org	wikiquote	tt	tt.m.wikiquote.org	Tatar	closed	public	public	Tatar Wikiquote
ttwiktionary	tt.wiktionary.org	wiktionary	tt	tt.m.wiktionary.org	Tatar	open	public	public	Tatar Wiktionary
tumwiki	tum.wikipedia.org	wikipedia	tum	tum.m.wikipedia.org	Tumbuka	open	public	public	Tumbuka Wikipedia
twwiki	tw.wikipedia.org	wikipedia	tw	tw.m.wikipedia.org	Twi	open	public	public	Twi Wikipedia
twwiktionary	tw.wiktionary.org	wiktionary	tw	tw.m.wiktionary.org	Twi	closed	public	public	Twi Wiktionary
tyvwiki	tyv.wikipedia.org	wikipedia	tyv	tyv.m.wikipedia.org	Tuvinian	open	public	public	Tuvinian Wikipedia
tywiki	ty.wikipedia.org	wikipedia	ty	ty.m.wikipedia.org	Tahitian	open	public	public	Tahitian Wikipedia
u4cwiki	u4c.wikimedia.org	u4c	en	u4c.m.wikimedia.org	English	open	private	private	Universal Code of Conduct Coordinating Committee
uawikimedia	ua.wikimedia.org	uawikimedia	en	ua.m.wikimedia.org	English	open	public	public	Wikimedia Ukraine
udmwiki	udm.wikipedia.org	wikipedia	udm	udm.m.wikipedia.org	Udmurt	open	public	public	Udmurt Wikipedia
ugwiki	ug.wikipedia.org	wikipedia	ug	ug.m.wikipedia.org	Uyghur	open	public	public	Uyghur Wikipedia
ugwikibooks	ug.wikibooks.org	wikibooks	ug	ug.m.wikibooks.org	Uyghur	closed	public	public	Uyghur Wikibooks
ugwikiquote	ug.wikiquote.org	wikiquote	ug	ug.m.wikiquote.org	Uyghur	closed	public	public	Uyghur Wikiquote
ugwiktionary	ug.wiktionary.org	wiktionary	ug	ug.m.wiktionary.org	Uyghur	open	public	public	Uyghur Wiktionary
ukwiki	uk.wikipedia.org	wikipedia	uk	uk.m.wikipedia.org	Ukrainian	open	public	public	Ukrainian Wikipedia
ukwikibooks	uk.wikibooks.org	wikibooks	uk	uk.m.wikibooks.org	Ukrainian	open	public	public	Ukrainian Wikibooks
ukwikinews	uk.wikinews.org	wikinews	uk	uk.m.wikinews.org	Ukrainian	open	public	public	Ukrainian Wikinews
ukwikiquote	uk.wikiquote.org	wikiquote	uk	uk.m.wikiquote.org	Ukrainian	open	public	public	Ukrainian Wikiquote
ukwikisource	uk.wikisource.org	wikisource	uk	uk.m.wikisource.org	Ukrainian	open	public	public	Ukrainian Wikisource
ukwikivoyage	uk.wikivoyage.org	wikivoyage	uk	uk.m.wikivoyage.org	Ukrainian	open	public	public	Ukrainian Wikivoyage
ukwiktionary	uk.wiktionary.org	wiktionary	uk	uk.m.wiktionary.org	Ukrainian	open	public	public	Ukrainian Wiktionary
urwiki	ur.wikipedia.org	wikipedia	ur	ur.m.wikipedia.org	Urdu	open	public	public	Urdu Wikipedia
urwikibooks	ur.wikibooks.org	wikibooks	ur	ur.m.wikibooks.org	Urdu	open	public	public	Urdu Wikibooks
urwikiquote	ur.wikiquote.org	wikiquote	ur	ur.m.wikiquote.org	Urdu	open	public	public	Urdu Wikiquote
urwiktionary	ur.wiktionary.org	wiktionary	ur	ur.m.wiktionary.org	Urdu	open	public	public	Urdu Wiktionary
usabilitywiki	usability.wikimedia.org	usability	en	usability.m.wikimedia.org	English	closed	public	public	Wikimedia Usability Initiative
uzwiki	uz.wikipedia.org	wikipedia	uz	uz.m.wikipedia.org	Uzbek	open	public	public	Uzbek Wikipedia
uzwikibooks	uz.wikibooks.org	wikibooks	uz	uz.m.wikibooks.org	Uzbek	closed	public	public	Uzbek Wikibooks
uzwikiquote	uz.wikiquote.org	wikiquote	uz	uz.m.wikiquote.org	Uzbek	open	public	public	Uzbek Wikiquote
uzwiktionary	uz.wiktionary.org	wiktionary	uz	uz.m.wiktionary.org	Uzbek	open	public	public	Uzbek Wiktionary
vecwiki	vec.wikipedia.org	wikipedia	vec	vec.m.wikipedia.org	Venetian	open	public	public	Venetian Wikipedia
vecwikisource	vec.wikisource.org	wikisource	vec	vec.m.wikisource.org	Venetian	open	public	public	Venetian Wikisource
vecwiktionary	vec.wiktionary.org	wiktionary	vec	vec.m.wiktionary.org	Venetian	open	public	public	Venetian Wiktionary
vepwiki	vep.wikipedia.org	wikipedia	vep	vep.m.wikipedia.org	Veps	open	public	public	Veps Wikipedia
vewiki	ve.wikipedia.org	wikipedia	ve	ve.m.wikipedia.org	Venda	open	public	public	Venda Wikipedia
vewikimedia	ve.wikimedia.org	vewikimedia	en	ve.m.wikimedia.org	English	open	public	private	Wikimedia Venezuela
viwiki	vi.wikipedia.org	wikipedia	vi	vi.m.wikipedia.org	Vietnamese	open	public	public	Vietnamese Wikipedia
viwikibooks	vi.wikibooks.org	wikibooks	vi	vi.m.wikibooks.org	Vietnamese	open	public	public	Vietnamese Wikibooks
viwikiquote	vi.wikiquote.org	wikiquote	vi	vi.m.wikiquote.org	Vietnamese	open	public	public	Vietnamese Wikiquote
viwikisource	vi.wikisource.org	wikisource	vi	vi.m.wikisource.org	Vietnamese	open	public	public	Vietnamese Wikisource
viwikivoyage	vi.wikivoyage.org	wikivoyage	vi	vi.m.wikivoyage.org	Vietnamese	open	public	public	Vietnamese Wikivoyage
viwiktionary	vi.wiktionary.org	wiktionary	vi	vi.m.wiktionary.org	Vietnamese	open	public	public	Vietnamese Wiktionary
vlswiki	vls.wikipedia.org	wikipedia	vls	vls.m.wikipedia.org	West Flemish	open	public	public	West Flemish Wikipedia
votewiki	vote.wikimedia.org	vote	en	vote.m.wikimedia.org	English	open	public	private	Wikimedia Vote
vowiki	vo.wikipedia.org	wikipedia	vo	vo.m.wikipedia.org	Volapük	open	public	public	Volapük Wikipedia
vowikibooks	vo.wikibooks.org	wikibooks	vo	vo.m.wikibooks.org	Volapük	closed	public	public	Volapük Wikibooks
vowikiquote	vo.wikiquote.org	wikiquote	vo	vo.m.wikiquote.org	Volapük	closed	public	public	Volapük Wikiquote
vowiktionary	vo.wiktionary.org	wiktionary	vo	vo.m.wiktionary.org	Volapük	open	public	public	Volapük Wiktionary
warwiki	war.wikipedia.org	wikipedia	war	war.m.wikipedia.org	Waray	open	public	public	Waray Wikipedia
wawiki	wa.wikipedia.org	wikipedia	wa	wa.m.wikipedia.org	Walloon	open	public	public	Walloon Wikipedia
wawikibooks	wa.wikibooks.org	wikibooks	wa	wa.m.wikibooks.org	Walloon	closed	public	public	Walloon Wikibooks
wawikisource	wa.wikisource.org	wikisource	wa	wa.m.wikisource.org	Walloon	open	public	public	Walloon Wikisource
wawiktionary	wa.wiktionary.org	wiktionary	wa	wa.m.wiktionary.org	Walloon	open	public	public	Walloon Wiktionary
wbwikimedia	wb.wikimedia.org	wbwikimedia	en	wb.m.wikimedia.org	English	open	public	private	West Bengal Wikimedians User Group
wg_enwiki	wg-en.wikipedia.org	wg-en	en	wg-en.m.wikipedia.org	English	open	private	private	English Wikipedia Working Group
wikidatawiki	www.wikidata.org	wikidata	en	m.wikidata.org	English	open	public	public	Wikidata
wikifunctionswiki	www.wikifunctions.org	wikifunctions	en	m.wikifunctions.org	English	open	public	public	Wikifunctions
wikimania2005wiki	wikimania2005.wikimedia.org	wikimania2005	en	wikimania2005.m.wikimedia.org	English	closed	public	public	Wikimania 2005
wikimania2006wiki	wikimania2006.wikimedia.org	wikimania2006	en	wikimania2006.m.wikimedia.org	English	closed	public	public	Wikimania 2006
wikimania2007wiki	wikimania2007.wikimedia.org	wikimania2007	en	wikimania2007.m.wikimedia.org	English	closed	public	public	Wikimania 2007
wikimania2008wiki	wikimania2008.wikimedia.org	wikimania2008	en	wikimania2008.m.wikimedia.org	English	closed	public	public	Wikimania 2008
wikimania2009wiki	wikimania2009.wikimedia.org	wikimania2009	en	wikimania2009.m.wikimedia.org	English	closed	public	public	Wikimania 2009
wikimania2010wiki	wikimania2010.wikimedia.org	wikimania2010	en	wikimania2010.m.wikimedia.org	English	closed	public	public	Wikimania 2010
wikimania2011wiki	wikimania2011.wikimedia.org	wikimania2011	en	wikimania2011.m.wikimedia.org	English	closed	public	public	Wikimania 2011
wikimania2012wiki	wikimania2012.wikimedia.org	wikimania2012	en	wikimania2012.m.wikimedia.org	English	closed	public	public	Wikimania 2012
wikimania2013wiki	wikimania2013.wikimedia.org	wikimania2013	en	wikimania2013.m.wikimedia.org	English	closed	public	public	Wikimania 2013
wikimania2014wiki	wikimania2014.wikimedia.org	wikimania2014	en	wikimania2014.m.wikimedia.org	English	closed	public	public	Wikimania 2014
wikimania2015wiki	wikimania2015.wikimedia.org	wikimania2015	en	wikimania2015.m.wikimedia.org	English	closed	public	public	Wikimania 2015
wikimania2016wiki	wikimania2016.wikimedia.org	wikimania2016	en	wikimania2016.m.wikimedia.org	English	closed	public	public	Wikimania 2016
wikimania2017wiki	wikimania2017.wikimedia.org	wikimania2017	en	wikimania2017.m.wikimedia.org	English	closed	public	public	Wikimania 2017
wikimania2018wiki	wikimania2018.wikimedia.org	wikimania2018	en	wikimania2018.m.wikimedia.org	English	closed	public	public	Wikimania 2018
wikimaniateamwiki	wikimaniateam.wikimedia.org	wikimaniateam	en	wikimaniateam.m.wikimedia.org	English	open	private	private	WikimaniaTeam
wikimaniawiki	wikimania.wikimedia.org	wikimania	en	wikimania.m.wikimedia.org	English	open	public	public	Wikimania
wowiki	wo.wikipedia.org	wikipedia	wo	wo.m.wikipedia.org	Wolof	open	public	public	Wolof Wikipedia
wowikiquote	wo.wikiquote.org	wikiquote	wo	wo.m.wikiquote.org	Wolof	closed	public	public	Wolof Wikiquote
wowiktionary	wo.wiktionary.org	wiktionary	wo	wo.m.wiktionary.org	Wolof	open	public	public	Wolof Wiktionary
wuuwiki	wuu.wikipedia.org	wikipedia	wuu	wuu.m.wikipedia.org	Wu	open	public	public	Wu Chinese Wikipedia
xalwiki	xal.wikipedia.org	wikipedia	xal	xal.m.wikipedia.org	Kalmyk	open	public	public	Kalmyk Wikipedia
xhwiki	xh.wikipedia.org	wikipedia	xh	xh.m.wikipedia.org	Xhosa	open	public	public	Xhosa Wikipedia
xhwikibooks	xh.wikibooks.org	wikibooks	xh	xh.m.wikibooks.org	Xhosa	closed	public	public	Xhosa Wikibooks
xhwiktionary	xh.wiktionary.org	wiktionary	xh	xh.m.wiktionary.org	Xhosa	closed	public	public	Xhosa Wiktionary
xmfwiki	xmf.wikipedia.org	wikipedia	xmf	xmf.m.wikipedia.org	Mingrelian	open	public	public	Mingrelian Wikipedia
yiwiki	yi.wikipedia.org	wikipedia	yi	yi.m.wikipedia.org	Yiddish	open	public	public	Yiddish Wikipedia
yiwikisource	yi.wikisource.org	wikisource	yi	yi.m.wikisource.org	Yiddish	open	public	public	Yiddish Wikisource
yiwiktionary	yi.wiktionary.org	wiktionary	yi	yi.m.wiktionary.org	Yiddish	open	public	public	Yiddish Wiktionary
yowiki	yo.wikipedia.org	wikipedia	yo	yo.m.wikipedia.org	Yoruba	open	public	public	Yoruba Wikipedia
yowikibooks	yo.wikibooks.org	wikibooks	yo	yo.m.wikibooks.org	Yoruba	closed	public	public	Yoruba Wikibooks
yowiktionary	yo.wiktionary.org	wiktionary	yo	yo.m.wiktionary.org	Yoruba	closed	public	public	Yoruba Wiktionary
yuewiktionary	yue.wiktionary.org	wiktionary	yue	yue.m.wiktionary.org	Cantonese	open	public	public	Cantonese Wiktionary
zawiki	za.wikipedia.org	wikipedia	za	za.m.wikipedia.org	Zhuang	open	public	public	Zhuang Wikipedia
zawikibooks	za.wikibooks.org	wikibooks	za	za.m.wikibooks.org	Zhuang	closed	public	public	Zhuang Wikibooks
zawikiquote	za.wikiquote.org	wikiquote	za	za.m.wikiquote.org	Zhuang	closed	public	public	Zhuang Wikiquote
zawiktionary	za.wiktionary.org	wiktionary	za	za.m.wiktionary.org	Zhuang	closed	public	public	Zhuang Wiktionary
zeawiki	zea.wikipedia.org	wikipedia	zea	zea.m.wikipedia.org	Zeelandic	open	public	public	Zeelandic Wikipedia
zghwiki	zgh.wikipedia.org	wikipedia	zgh	zgh.m.wikipedia.org	Standard Moroccan Tamazight	open	public	public	Moroccan Amazigh Wikipedia
zh_classicalwiki	zh-classical.wikipedia.org	wikipedia	lzh	zh-classical.m.wikipedia.org	Literary Chinese	open	public	public	Classical Chinese Wikipedia
zh_min_nanwiki	zh-min-nan.wikipedia.org	wikipedia	nan	zh-min-nan.m.wikipedia.org	Minnan	open	public	public	Min Nan Wikipedia
zh_min_nanwikibooks	zh-min-nan.wikibooks.org	wikibooks	nan	zh-min-nan.m.wikibooks.org	Minnan	closed	public	public	Min Nan Wikibooks
zh_min_nanwikiquote	zh-min-nan.wikiquote.org	wikiquote	nan	zh-min-nan.m.wikiquote.org	Minnan	closed	public	public	Min Nan Wikiquote
zh_min_nanwikisource	zh-min-nan.wikisource.org	wikisource	nan	zh-min-nan.m.wikisource.org	Minnan	open	public	public	Min Nan Wikisource
zh_min_nanwiktionary	zh-min-nan.wiktionary.org	wiktionary	nan	zh-min-nan.m.wiktionary.org	Minnan	open	public	public	Min Nan Wiktionary
zh_yuewiki	zh-yue.wikipedia.org	wikipedia	yue	zh-yue.m.wikipedia.org	Cantonese	open	public	public	Cantonese Wikipedia
zhwiki	zh.wikipedia.org	wikipedia	zh	zh.m.wikipedia.org	Chinese	open	public	public	Chinese Wikipedia
zhwikibooks	zh.wikibooks.org	wikibooks	zh	zh.m.wikibooks.org	Chinese	open	public	public	Chinese Wikibooks
zhwikinews	zh.wikinews.org	wikinews	zh	zh.m.wikinews.org	Chinese	open	public	public	Chinese Wikinews
zhwikiquote	zh.wikiquote.org	wikiquote	zh	zh.m.wikiquote.org	Chinese	open	public	public	Chinese Wikiquote
zhwikisource	zh.wikisource.org	wikisource	zh	zh.m.wikisource.org	Chinese	open	public	public	Chinese Wikisource
zhwikiversity	zh.wikiversity.org	wikiversity	zh	zh.m.wikiversity.org	Chinese	open	public	public	Chinese Wikiversity
zhwikivoyage	zh.wikivoyage.org	wikivoyage	zh	zh.m.wikivoyage.org	Chinese	open	public	public	Chinese Wikivoyage
zhwiktionary	zh.wiktionary.org	wiktionary	zh	zh.m.wiktionary.org	Chinese	open	public	public	Chinese Wiktionary
zuwiki	zu.wikipedia.org	wikipedia	zu	zu.m.wikipedia.org	Zulu	open	public	public	Zulu Wikipedia
zuwikibooks	zu.wikibooks.org	wikibooks	zu	zu.m.wikibooks.org	Zulu	closed	public	public	Zulu Wikibooks
zuwiktionary	zu.wiktionary.org	wiktionary	zu	zu.m.wiktionary.org	Zulu	open	public	public	Zulu Wiktionary
